epoch,loss,mAP_50,mAP_50_95
1,0.28426990575260586,0.014033176004886627,0.003048021113499999
2,0.19993607317790008,0.1885470300912857,0.052739690989255905
3,0.19962667253537056,0.2293531596660614,0.0630318820476532
4,0.1990019862468426,0.33873671293258667,0.09581582993268967
5,0.19564570117200542,0.36618873476982117,0.11962664127349854
6,0.19038963661744043,0.44970232248306274,0.1410357803106308
7,0.1855538873336254,0.4767988324165344,0.1588056981563568
8,0.18006743567112166,0.504561722278595,0.16915857791900635
9,0.1811235780771981,0.46170860528945923,0.153382807970047
10,0.17480379769690016,0.5362308621406555,0.1926109790802002
11,0.16557876568319452,0.5945271849632263,0.22883863747119904
12,0.16017492739563313,0.5998020172119141,0.22375081479549408
13,0.15625638368292752,0.6028122305870056,0.22058920562267303
14,0.15826083305809233,0.6109164357185364,0.2225809246301651
15,0.15616556543570298,0.5933960676193237,0.21768644452095032
16,0.15338925845347917,0.6096753478050232,0.23204685747623444
17,0.1546499211436663,0.6141570806503296,0.2230888158082962
18,0.15514946429647952,0.6226507425308228,0.23249971866607666
19,0.1526767992311054,0.6180567741394043,0.2283259928226471
20,0.15282332687041697,0.6327128410339355,0.24029530584812164
21,0.14883247629190102,0.6314764618873596,0.24068692326545715
22,0.14653686535918814,0.6286622285842896,0.2390374392271042
23,0.14956220334921128,0.6297248601913452,0.23689785599708557
24,0.1472225822826736,0.6258801221847534,0.23715874552726746
25,0.14878780764137578,0.6339319348335266,0.23884344100952148
26,0.14773569727300578,0.6315560936927795,0.24195633828639984
27,0.14701385121060234,0.6354614496231079,0.24118217825889587
28,0.14678903325245932,0.6321909427642822,0.23888911306858063
29,0.14892654617627463,0.6285223364830017,0.2395056188106537
30,0.148413624200556,0.6317930221557617,0.2404622882604599
