epoch,loss,mAP_50,mAP_50_95
1,0.5606811123016553,0.29337888956069946,0.08410149812698364
2,0.48068631026479935,0.41383683681488037,0.13075174391269684
3,0.4656556699520502,0.3749482035636902,0.1132366880774498
4,0.4469688404829074,0.5132920145988464,0.17475970089435577
5,0.4300396386374775,0.5170665979385376,0.173604354262352
6,0.43537420747626543,0.5539036989212036,0.1868593990802765
7,0.4284491493151738,0.545362114906311,0.1810196340084076
8,0.41825231578614974,0.6071979403495789,0.2287299782037735
9,0.4217798363449227,0.6008910536766052,0.22556072473526
10,0.4120241841699323,0.6392315626144409,0.24098552763462067
11,0.3823686982067222,0.6599447131156921,0.26958218216896057
12,0.3836054012306735,0.6731652021408081,0.27642765641212463
13,0.3806877485197833,0.6597504019737244,0.274302214384079
14,0.3753914377118787,0.6506309509277344,0.27253177762031555
15,0.3732872393905607,0.6579820513725281,0.2715347707271576
16,0.3791201068804814,0.6727752685546875,0.2833183705806732
17,0.36985677098616576,0.684862494468689,0.2805141806602478
18,0.3724492024152707,0.6736631989479065,0.27988940477371216
19,0.3726953949429031,0.6786783337593079,0.2785530090332031
20,0.37186143999425775,0.6873987913131714,0.28432440757751465
21,0.3695033805237876,0.6967988610267639,0.2880651354789734
22,0.36922006793001777,0.6951678991317749,0.28769561648368835
23,0.3709387669705937,0.6945366859436035,0.28719544410705566
24,0.3641326441469356,0.6918759942054749,0.28505176305770874
25,0.3642643766525464,0.6970179080963135,0.2881823182106018
26,0.3627497031647935,0.6968421936035156,0.2880246341228485
27,0.36252580888760394,0.6939724683761597,0.28727421164512634
28,0.36383247286336035,0.6955230236053467,0.2860940098762512
29,0.3623854963697939,0.6879922747612,0.28406408429145813
30,0.36346241844515514,0.6927268505096436,0.2842739522457123
