epoch,loss,mAP_50,mAP_50_95
1,0.252025369522918,0.1282106637954712,0.03596118837594986
2,0.19706013391160557,0.2802826166152954,0.08534906059503555
3,0.1889389027387668,0.34750065207481384,0.11189792305231094
4,0.18523549243935153,0.43527016043663025,0.14897406101226807
5,0.17658709766518357,0.45720547437667847,0.15356387197971344
6,0.16723758727312088,0.5170361399650574,0.1804327368736267
7,0.1697154604216926,0.543489396572113,0.20237264037132263
8,0.16568110985124213,0.585020124912262,0.21653953194618225
9,0.16456740375003245,0.5881525874137878,0.21573729813098907
10,0.16233055841209543,0.5876033306121826,0.2191980630159378
11,0.15209169953297347,0.6352022290229797,0.24392195045948029
12,0.14934413752749434,0.6369266510009766,0.24859444797039032
13,0.1464194368220802,0.6413866877555847,0.25295668840408325
14,0.14659817249347,0.6549038887023926,0.2595513164997101
15,0.14791989644877931,0.6546599268913269,0.25821182131767273
16,0.1431181788062438,0.6638882756233215,0.2643367648124695
17,0.14350972681218743,0.6680378317832947,0.27131903171539307
18,0.14402627505553076,0.6697772741317749,0.26544368267059326
19,0.1430173655733084,0.6732039451599121,0.269956111907959
20,0.14242517929046583,0.6655711531639099,0.27466705441474915
21,0.1421479498091926,0.6762908101081848,0.2800223231315613
22,0.14162440865467757,0.6752232313156128,0.27816373109817505
23,0.13935419617809802,0.6758800148963928,0.2791701555252075
24,0.13923501637246874,0.6778008937835693,0.28222477436065674
25,0.1395592285781844,0.6756256222724915,0.280341237783432
26,0.13919025398472434,0.6731165647506714,0.27932021021842957
27,0.13818201830244473,0.6747960448265076,0.2811427414417267
28,0.13859173426261315,0.6804335117340088,0.28063589334487915
29,0.13935101720002982,0.6720651388168335,0.28046828508377075
30,0.13751863694598532,0.6787334084510803,0.28008607029914856
