epoch,loss,mAP_50,mAP_50_95
1,0.5543914969660279,0.3026283383369446,0.08066021651029587
2,0.4930204091927944,0.3368603587150574,0.10496409237384796
3,0.46437892037579137,0.48596712946891785,0.1621328592300415
4,0.4429488846888909,0.4681381285190582,0.15444055199623108
5,0.4338828001776312,0.3657993972301483,0.12535235285758972
6,0.4304212107617631,0.536361813545227,0.18634454905986786
7,0.4225353860956991,0.5567314028739929,0.1994629055261612
8,0.41919339059764504,0.5812192559242249,0.2133401483297348
9,0.4136132302447262,0.5603668093681335,0.21089448034763336
10,0.4068887603079152,0.6225795149803162,0.23474261164665222
11,0.403601285484102,0.6607323288917542,0.26782628893852234
12,0.38587459921836853,0.6471083760261536,0.2629454433917999
13,0.3821707100440294,0.6500935554504395,0.2707122266292572
14,0.38068620873312664,0.6628589034080505,0.2734990119934082
15,0.3765441730745837,0.662239670753479,0.2757526934146881
16,0.37566791118210197,0.6604253649711609,0.27688801288604736
17,0.3726686068579682,0.6700460910797119,0.2818611264228821
18,0.37199803499075085,0.6702420115470886,0.27922019362449646
19,0.36915133345840323,0.662922203540802,0.28208914399147034
20,0.37124602165487075,0.669620931148529,0.2875223159790039
21,0.36500390103230107,0.681564211845398,0.291102796792984
22,0.36753624932378787,0.6792333126068115,0.29001501202583313
23,0.36302585734261406,0.6882055401802063,0.292259156703949
24,0.36453774647834974,0.687345027923584,0.29405447840690613
25,0.3639163070509576,0.6859287619590759,0.29400843381881714
26,0.3643938643045915,0.6849231719970703,0.2920833230018616
27,0.3654470544340264,0.6872962713241577,0.2924705743789673
28,0.3647694163597547,0.6832002997398376,0.2904186546802521
29,0.3621381583631548,0.6884056329727173,0.2927123010158539
30,0.3628782232602437,0.6865814328193665,0.2921926975250244
