epoch,loss,mAP_50,mAP_50_95
1,0.2234785211009857,5.259489989839494e-05,1.1441610695328563e-05
2,0.1384692534040182,0.006277804262936115,0.0011180667206645012
3,0.1386140902709757,0.02300315536558628,0.004931379575282335
4,0.13617161604074332,0.0938425287604332,0.022946404293179512
5,0.13631971161334944,0.12864303588867188,0.03319207578897476
6,0.13553606202969185,0.15810629725456238,0.0397304929792881
7,0.1319636954074232,0.18816924095153809,0.05109386518597603
8,0.13349759171151707,0.22778445482254028,0.05750846117734909
9,0.13028324930331645,0.282013475894928,0.08661787211894989
10,0.12845538537471723,0.27343228459358215,0.08321524411439896
11,0.1255571830731172,0.37264981865882874,0.12915919721126556
12,0.12798047460551953,0.3999176323413849,0.13763269782066345
13,0.127797666650552,0.4160979986190796,0.13588884472846985
14,0.1274881820138703,0.4147264063358307,0.1415303647518158
15,0.126346585014437,0.442913681268692,0.1519608199596405
16,0.1247794982841891,0.4395942986011505,0.14933155477046967
17,0.12265624838252352,0.4475059509277344,0.15225401520729065
18,0.12264340574670042,0.45529457926750183,0.15536454319953918
19,0.12284275246226889,0.46958452463150024,0.16182611882686615
20,0.1231153639845359,0.4497861862182617,0.17285406589508057
21,0.11970305894939308,0.48548373579978943,0.17640605568885803
22,0.11890404926151292,0.4812454283237457,0.17940323054790497
23,0.11864092583075547,0.48992908000946045,0.1800876408815384
24,0.11790259284341437,0.49022024869918823,0.1747165024280548
25,0.11814536829280038,0.48201489448547363,0.1790315806865692
26,0.1179886139356173,0.48290207982063293,0.17840857803821564
27,0.1194116486570774,0.4891241192817688,0.17913901805877686
28,0.11850521713495255,0.48431864380836487,0.18070852756500244
29,0.11759334688003246,0.49089860916137695,0.1794728934764862
30,0.11920851131534985,0.4888729453086853,0.1824936419725418
