epoch,loss,mAP_50,mAP_50_95
1,0.2575564823853664,0.15005332231521606,0.03783082589507103
2,0.19720118371849385,0.2326314002275467,0.06559758633375168
3,0.19330349118791074,0.4045359790325165,0.12780345976352692
4,0.1867364391557172,0.3478039503097534,0.10440943390130997
5,0.1743827844914208,0.46303001046180725,0.1495284140110016
6,0.1742256841598413,0.5004718899726868,0.1725371778011322
7,0.1722105376613446,0.5404683351516724,0.18273574113845825
8,0.1687081698805858,0.4939681887626648,0.17082218825817108
9,0.16541576035257077,0.5886442065238953,0.21045729517936707
10,0.1662071151101691,0.5503936409950256,0.18610119819641113
11,0.15480906535417605,0.6332813501358032,0.2410394251346588
12,0.1486806197044177,0.6467134952545166,0.2492949366569519
13,0.14893526112676686,0.6245073676109314,0.23888173699378967
14,0.14973969541044316,0.6500768065452576,0.2561448812484741
15,0.145843559032322,0.6559738516807556,0.25766700506210327
16,0.14501386193128732,0.6697211861610413,0.2678013741970062
17,0.14595261432676235,0.6684880256652832,0.26664143800735474
18,0.145531163065352,0.6493709683418274,0.2635464072227478
19,0.14455594351658455,0.6613730192184448,0.2648915946483612
20,0.14382822626931036,0.6710448861122131,0.2725050151348114
21,0.1400890135102802,0.6709679961204529,0.27526232600212097
22,0.14027620361656204,0.6724790334701538,0.2761508524417877
23,0.1395420820539833,0.6749136447906494,0.27494534850120544
24,0.13903754656640893,0.6715376377105713,0.278387188911438
25,0.13866015759288755,0.6752030253410339,0.2784825563430786
26,0.14040406073769954,0.6717624068260193,0.2770889401435852
27,0.13867388028874356,0.6812148690223694,0.2811489403247833
28,0.13929504474513552,0.6758669018745422,0.27787113189697266
29,0.14107771517119855,0.6762239336967468,0.2806638777256012
30,0.1396971928895029,0.6731342673301697,0.2790994346141815
