epoch,loss,mAP_50,mAP_50_95
1,0.5576009228188767,0.15379437804222107,0.040815286338329315
2,0.4897809303723849,0.2727503776550293,0.0794282853603363
3,0.4804811080296834,0.3478507399559021,0.10231826454401016
4,0.48683817264361257,0.37263935804367065,0.12255769968032837
5,0.47677240641708046,0.4085921347141266,0.12469973415136337
6,0.4755623024753016,0.4192141592502594,0.1415507048368454
7,0.46679165093307823,0.416536420583725,0.13529226183891296
8,0.4731639687322144,0.4535483121871948,0.15575915575027466
9,0.4787532692281609,0.47507408261299133,0.1626259684562683
10,0.4688496806173243,0.44890615344047546,0.14844770729541779
11,0.4725059036515717,0.504046618938446,0.17407892644405365
12,0.464375850227144,0.5137446522712708,0.18125057220458984
13,0.46169394611293435,0.5283185839653015,0.1862974613904953
14,0.4650809683351435,0.5279514193534851,0.18589267134666443
15,0.4627336816400544,0.5388613939285278,0.18944749236106873
16,0.45838422398281914,0.537073016166687,0.1921962946653366
17,0.45667571542609453,0.5418398976325989,0.19158360362052917
18,0.46111499346219575,0.5256385207176208,0.18364255130290985
19,0.45783311179560476,0.5365545749664307,0.19385986030101776
20,0.45128914000641585,0.5358203053474426,0.18883313238620758
21,0.4652136337553334,0.548735499382019,0.19406357407569885
22,0.45511498232173103,0.5533151626586914,0.19544899463653564
23,0.4566031931302486,0.5557588338851929,0.19664891064167023
24,0.45726331890138805,0.5542854070663452,0.19852371513843536
25,0.455219268034666,0.5562722682952881,0.19697660207748413
26,0.4552586957430228,0.5577767491340637,0.19699594378471375
27,0.4564812346401378,0.5514408946037292,0.19741764664649963
28,0.45559914524738604,0.5587807297706604,0.2001606822013855
29,0.4542702826169821,0.5515440702438354,0.19684386253356934
30,0.4530595214957865,0.5557098388671875,0.19788162410259247
