epoch,loss,mAP_50,mAP_50_95
1,0.36407586422740906,0.1307656168937683,0.032964639365673065
2,0.32641844540579706,0.20957310497760773,0.059824999421834946
3,0.3152753959099452,0.3284268379211426,0.09839540719985962
4,0.31130755660880327,0.413533478975296,0.14039427042007446
5,0.31061150770411533,0.44201576709747314,0.1442171335220337
6,0.30697699260507894,0.5024774670600891,0.16315975785255432
7,0.3035054149535986,0.4994463324546814,0.17516162991523743
8,0.29130288703828794,0.460991770029068,0.14354883134365082
9,0.2997185876990995,0.5376261472702026,0.18704326450824738
10,0.29032970022441995,0.539238691329956,0.1857074797153473
11,0.284496629722098,0.5710393190383911,0.21059264242649078
12,0.2836376587804566,0.5889291763305664,0.21112170815467834
13,0.2808028399689585,0.5923056602478027,0.21412180364131927
14,0.28175274327269983,0.6080663204193115,0.21885152161121368
15,0.28322853402704257,0.6013002395629883,0.22242702543735504
16,0.28079936659743643,0.5977857112884521,0.2239018976688385
17,0.2812287576942362,0.6085160374641418,0.22164370119571686
18,0.2788667021653591,0.6192806959152222,0.22378771007061005
19,0.27611172224721336,0.6023638844490051,0.22249509394168854
20,0.276961373595091,0.6173916459083557,0.22278274595737457
21,0.2750039970518177,0.6207764744758606,0.22711658477783203
22,0.2725310217366259,0.6150282025337219,0.22640590369701385
23,0.2737031488591789,0.6081107258796692,0.22679226100444794
24,0.2742609961165322,0.6140843033790588,0.22774749994277954
25,0.27130326323020154,0.6091130971908569,0.23004555702209473
26,0.2739279982116487,0.6146846413612366,0.22857242822647095
27,0.271033118168513,0.6129482388496399,0.22839805483818054
28,0.27219633758068085,0.6121074557304382,0.22759968042373657
29,0.27183791854952133,0.6256034970283508,0.2335871309041977
30,0.27215033896967894,0.6213876008987427,0.23398880660533905
